"pmid","title","source","abstract"
"35944927","Molecular heterogeneity and commonalities in pancreatic cancer precursors with gastric and intestinal phenotype.","Gut","Due to the limited number of modifiable risk factors, secondary prevention strategies based on early diagnosis represent the preferred route to improve the prognosis of pancreatic ductal adenocarcinoma (PDAC). Here, we provide a comparative morphogenetic analysis of PDAC precursors aiming at dissecting the process of carcinogenesis and tackling the heterogeneity of preinvasive lesions.Targeted and whole-genome low-coverage sequencing, genome-wide methylation and transcriptome analyses were applied on a final collective of 122 morphologically well-characterised low-grade and high-grade PDAC precursors, including intestinal and gastric intraductal papillary mucinous neoplasms (IPMN) and pancreatic intraepithelial neoplasias (PanIN).Epigenetic regulation of mucin genes determines the phenotype of PDAC precursors. PanIN and gastric IPMN display a ductal molecular profile and numerous similarly regulated pathways, including the Notch pathway, but can be distinguished by recurrent deletions and differential methylation and, in part, by the expression of mucin-like 3. Intestinal IPMN are clearly distinct lesions at the molecular level with a more instable genotype and are possibly related to a different ductal cell compartment.PDAC precursors with gastric and intestinal phenotype are heterogeneous in terms of morphology, genetic and epigenetic profile. This heterogeneity is related to a different cell identity and, possibly, to a different aetiology.© Author(s) (or their employer(s)) 2022. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ."
"35943854","Epigenetic and integrative cross-omics analyses of cerebral white matter hyperintensities on MRI.","Brain","Cerebral white matter hyperintensities on MRI are markers of cerebral small vessel disease, a major risk factor for dementia and stroke. Despite the successful identification of multiple genetic variants associated with this highly heritable condition, its genetic architecture remains incompletely understood. More specifically, the role of DNA methylation has received little attention. We investigated the association between white matter hyperintensity burden and DNA methylation in blood at approximately 450,000 CpG sites in 9,732 middle-aged to older adults from 14 community-based studies. Single-CpG and region-based association analyses were carried out. Functional annotation and integrative cross-omics analyses were performed to identify novel genes underlying the relationship between DNA methylation and white matter hyperintensities. We identified 12 single-CpG and 46 region-based DNA methylation associations with white matter hyperintensity burden. Our top discovery single CpG, cg24202936 (P = 7.6 × 10-8), was associated with F2 expression in blood (P = 6.4 × 10-5), and colocalized with FOLH1 expression in brain (posterior probability =0.75). Our top differentially methylated regions were in PRMT1 and in CCDC144NL-AS1, which were also represented in single-CpG associations (cg17417856 and cg06809326, respectively). Through Mendelian randomization analyses cg06809326 was putatively associated with white matter hyperintensity burden (P = 0.03) and expression of CCDC144NL-AS1 possibly mediated this association. Differentially methylated region analysis, joint epigenetic association analysis, and multi-omics colocalization analysis consistently identified a role of DNA methylation near SH3PXD2A, a locus previously identified in genome-wide association studies of white matter hyperintensities. Gene set enrichment analyses revealed functions of the identified DNA methylation loci in the blood-brain barrier and in the immune response. Integrative cross-omics analysis identified 19 key regulatory genes in two networks related to extracellular matrix organization, and lipid and lipoprotein metabolism. A drug repositioning analysis indicated antihyperlipidemic agents, more specifically peroxisome proliferator-activated receptor alpha, as possible target drugs for white matter hyperintensities. Our epigenome-wide association study and integrative cross-omics analyses implicate novel genes influencing white matter hyperintensity burden, which converged on pathways related to the immune response and to a compromised blood brain barrier possibly due to disrupted cell-cell and cell-extracellular matrix interactions. The results also suggest that antihyperlipidemic therapy may contribute to lowering risk for white matter hyperintensities possibly through protection against blood brain barrier disruption.© The Author(s) 2022. Published by Oxford University Press on behalf of the Guarantors of Brain."
"35941660","Identification of TMEM129, encoding a ubiquitin-protein ligase, as an effector gene of osteoarthritis genetic risk.","Arthritis Res Ther","Osteoarthritis is highly heritable and genome-wide studies have identified single nucleotide polymorphisms (SNPs) associated with the disease. One such locus is marked by SNP rs11732213 (T > C). Genotype at rs11732213 correlates with the methylation levels of nearby CpG dinucleotides (CpGs), forming a methylation quantitative trait locus (mQTL). This study investigated the regulatory activity of the CpGs to identify a target gene of the locus.Nucleic acids were extracted from the articular cartilage of osteoarthritis patients. Samples were genotyped, and DNA methylation was quantified by pyrosequencing at 14 CpGs within a 259-bp interval. CpGs were tested for enhancer effects in immortalised chondrocytes using a reporter gene assay. DNA methylation at the locus was altered using targeted epigenome editing, with the impact on gene expression determined using quantitative polymerase chain reaction.rs11732213 genotype correlated with DNA methylation at nine CpGs, which formed a differentially methylated region (DMR), with the osteoarthritis risk allele T corresponding to reduced levels of methylation. The DMR acted as an enhancer and demethylation of the CpGs altered expression of TMEM129. Allelic imbalance in TMEM129 expression was identified in cartilage, with under-expression of the risk allele.TMEM129 is a target of osteoarthritis genetic risk at this locus. Genotype at rs11732213 impacts DNA methylation at the enhancer, which, in turn, modulates TMEM129 expression. TMEM129 encodes an enzyme involved in protein degradation within the endoplasmic reticulum, a process previously implicated in osteoarthritis. TMEM129 is a compelling osteoarthritis susceptibility target.© 2022. The Author(s)."
"35941262","cfDNA methylome profiling for detection and subtyping of small cell lung cancers.","Nat Cancer","Small cell lung cancer (SCLC) is characterized by morphologic, epigenetic and transcriptomic heterogeneity. Subtypes based upon predominant transcription factor expression have been defined that, in mouse models and cell lines, exhibit potential differential therapeutic vulnerabilities, with epigenetically distinct SCLC subtypes also described. The clinical relevance of these subtypes is unclear, due in part to challenges in obtaining tumor biopsies for reliable profiling. Here we describe a robust workflow for genome-wide DNA methylation profiling applied to both patient-derived models and to patients' circulating cell-free DNA (cfDNA). Tumor-specific methylation patterns were readily detected in cfDNA samples from patients with SCLC and were correlated with survival outcomes. cfDNA methylation also discriminated between the transcription factor SCLC subtypes, a precedent for a liquid biopsy cfDNA-methylation approach to molecularly subtype SCLC. Our data reveal the potential clinical utility of cfDNA methylation profiling as a universally applicable liquid biopsy approach for the sensitive detection, monitoring and molecular subtyping of patients with SCLC.© 2022. The Author(s)."
"35938981","Profiling of epigenetic marker regions in murine ILCs under homeostatic and inflammatory conditions.","J Exp Med","Epigenetic modifications such as DNA methylation play an essential role in imprinting specific transcriptional patterns in cells. We performed genome-wide DNA methylation profiling of murine lymph node-derived ILCs, which led to the identification of differentially methylated regions (DMRs) and the definition of epigenetic marker regions in ILCs. Marker regions were located in genes with a described function for ILCs, such as Tbx21, Gata3, or Il23r, but also in genes that have not been related to ILC biology. Methylation levels of the marker regions and expression of the associated genes were strongly correlated, indicating their functional relevance. Comparison with T helper cell methylomes revealed clear lineage differences, despite partial similarities in the methylation of specific ILC marker regions. IL-33-mediated challenge affected methylation of ILC2 epigenetic marker regions in the liver, while remaining relatively stable in the lung. In our study, we identified a set of epigenetic markers that can serve as a tool to study phenotypic and functional properties of ILCs.© 2022 Beckstette et al."
"35937864","Epigenetic reprogramming of H3K27me3 and DNA methylation during leaf-to-callus transition in peach.","Hortic Res","Plant tissues are capable of developing unorganized cell masses termed calluses in response to the appropriate combination of auxin and cytokinin. Revealing the potential epigenetic mechanisms involved in callus development can improve our understanding of the regeneration process of plant cells, which will be beneficial for overcoming regeneration recalcitrance in peach. In this study, we report on single-base resolution mapping of DNA methylation and reprogramming of the pattern of trimethylation of histone H3 at lysine 27 (H3K27me3) at the genome-wide level during the leaf-to-callus transition in peach. Overall, mCG and mCHH were predominant at the genome-wide level and mCG was predominant in genic regions. H3K27me3 deposition was mainly detected in the gene body and at the TSS site, and GAGA repetitive sequences were prone to recruit H3K27me3 modification. H3K27me3 methylation was negatively correlated with gene expression.In vitroculture of leaf explants was accompanied by DNA hypomethylation and H3K27me3 demethylation, which could activate auxin- and cytokinin-related regulators to induce callus development. The DNA methylation inhibitor 5-azacytidine could significantly increase callus development, while the H3K27me3 demethylase inhibitor GSK-J4 dramatically reduced callus development. These results demonstrate the roles of DNA methylation and H3K27me3 modification in mediating chromatin status during callus development. Our study provides new insights into the epigenetic mechanisms through which differentiated cells acquire proliferative competence to induce callus development in plants.© The Author(s) 2022. Published by Oxford University Press on behalf of Nanjing Agricultural University."
"35933486","Whole blood DNA methylation analysis reveals respiratory environmental traits involved in COVID-19 severity following SARS-CoV-2 infection.","Nat Commun","SARS-CoV-2 infection can cause an inflammatory syndrome (COVID-19) leading, in many cases, to bilateral pneumonia, severe dyspnea, and in ~5% of these, death. DNA methylation is known to play an important role in the regulation of the immune processes behind COVID-19 progression, however it has not been studied in depth. In this study, we aim to evaluate the implication of DNA methylation in COVID-19 progression by means of a genome-wide DNA methylation analysis combined with DNA genotyping. The results reveal the existence of epigenomic regulation of functional pathways associated with COVID-19 progression and mediated by genetic loci. We find an environmental trait-related signature that discriminates mild from severe cases and regulates, among other cytokines, IL-6 expression via the transcription factor CEBP. The analyses suggest that an interaction between environmental contribution, genetics, and epigenetics might be playing a role in triggering the cytokine storm described in the most severe cases.© 2022. The Author(s)."
"35927734","Methylome decoding of RdDM-mediated reprogramming effects in the Arabidopsis MSH1 system.","Genome Biol","Plants undergo programmed chromatin changes in response to environment, influencing heritable phenotypic plasticity. The RNA-directed DNA methylation (RdDM) pathway is an essential component of this reprogramming process. The relationship of epigenomic changes to gene networks on a genome-wide basis has been elusive, particularly for intragenic DNA methylation repatterning.Epigenomic reprogramming is tractable to detailed study and cross-species modeling in the MSH1 system, where perturbation of the plant-specific gene MSH1 triggers at least four distinct nongenetic states to impact plant stress response and growth vigor. Within this system, we have defined RdDM target loci toward decoding phenotype-relevant methylome data. We analyze intragenic methylome repatterning associated with phenotype transitions, identifying state-specific cytosine methylation changes in pivotal growth-versus-stress, chromatin remodeling, and RNA spliceosome gene networks that encompass 871 genes. Over 77% of these genes, and 81% of their central network hubs, are functionally confirmed as RdDM targets based on analysis of mutant datasets and sRNA cluster associations. These dcl2/dcl3/dcl4-sensitive gene methylation sites, many present as singular cytosines, reside within identifiable sequence motifs. These data reflect intragenic methylation repatterning that is targeted and amenable to prediction.A prevailing assumption that biologically relevant DNA methylation variation occurs predominantly in density-defined differentially methylated regions overlooks behavioral features of intragenic, single-site cytosine methylation variation. RdDM-dependent methylation changes within identifiable sequence motifs reveal gene hubs within networks discriminating stress response and growth vigor epigenetic phenotypes. This study uncovers components of a methylome ""code"" for de novo intragenic methylation repatterning during plant phenotype transitions.© 2022. The Author(s)."
"35927709","Correction: Genome-wide DNA methylation profile analysis identifies differentially methylated loci associated with ankylosis spondylitis.","Arthritis Res Ther",NA
"35923888","Epigenetic regulation of ecotype-specific expression of the heat-activated transposon <i>ONSEN</i>.","Front Plant Sci","Transposable elements are present in a wide variety of organisms; however, our understanding of the diversity of mechanisms involved in their activation is incomplete. In this study, we analyzed the transcriptional activation of theONSENretrotransposon, which is activated by high-temperature stress inArabidopsis thaliana. We found that its transcription is significantly higher in the Japanese ecotype Kyoto. Considering that transposons are epigenetically regulated, DNA methylation levels were analyzed, revealing that CHH methylation was reduced in Kyoto compared to the standard ecotype, Col-0. A mutation was also detected in the KyotoCMT2gene, encoding a CHH methyltransferase, suggesting that it may be responsible for increased expression ofONSEN. CHH methylation is controlled by histone modifications through a self-reinforcing loop between DNA methyltransferase and histone methyltransferase. Analysis of these modifications revealed that the level of H3K9me2, a repressive histone marker for gene expression, was lower in Kyoto than in Col-0. The level of another repressive histone marker, H3K27me1, was decreased in Kyoto; however, it was not impacted in a Col-0cmt2mutant. Therefore, in addition to theCMT2mutation, other factors may reduce repressive histone modifications in Kyoto.Copyright © 2022 Nozawa, Masuda, Saze, Ikeda, Suzuki, Takagi, Tanaka, Ohama, Niu, Kato and Ito."
