"pmid","title","source","abstract"
"36854344","Wide arthroscopic dorsal capsuloligamentous repair in patients with severe scapholunate instability.","Bone Joint J","A conventional arthroscopic capsuloligamentous repair is a reliable surgical solution in most patients with scapholunate instability. However, this repair does not seem to be sufficient for more advanced injuries. The aim of this study was to evaluate the functional results of a wide arthroscopic dorsal capsuloligamentous repair (WADCLR) in the management of severe scapholunate instability. This was a prospective single-centre study undertaken between March 2019 and May 2021. The primary outcome was the evaluation of the reduction of the radiological deformity and the functional outcomes after WADCLR. A secondary outcome was the evaluation of the effectiveness of this technique in patients with the most severe instability (European Wrist Arthroscopy Society (EWAS) stage 5). The patients were reviewed postoperatively at three, six, and 12 months. The study included 112 patients (70 male and 42 female). Their mean age was 31.6 years (16 to 55). A total of three patients had EWAS stage 3A injuries, 12 had stage 3B injuries, 29 had stage 3C injuries, 56 had stage 4 injuries, and 12 had stage 5 injuries. There was a significant improvement of the radiological signs in all patients with a return to normal values. There was also a significant improvement in all aspects of function except for flexion, in which the mean increase was negligible (0.18° on average). There was also a significant improvement in all criteria for patients with a stage 5 injury, except for some limitation of extension, flexion, and radial and ulnar deviation, although these showed a trend towards improvement (except for flexion). WADCLR is a minimally invasive, easy, and reproducible technique with few complications, offering a clear improvement in function and a reduction in the radiological deformity at one year postoperatively.© 2023 The British Editorial Society of Bone & Joint Surgery."
"36853516","Genome-wide investigation of the WRKY transcription factor gene family in weeping forsythia: expression profile and cold and drought stress responses.","Genetica","Weeping forsythia is a wide-spread shrub in China with important ornamental, medicinal and ecological values. It is widely distributed in China's warm temperate zone. In plants, WRKY transcription factors play important regulatory roles in seed germination, flower development, fruit ripening and coloring, and biotic and abiotic stress response. To date, WRKY transcription factors have not been systematically studied in weeping forsythia. In this study, we identified 79 WRKY genes in weeping forsythia and classified them according to their naming rules in Arabidopsis thaliana. Phylogenetic tree analysis showed that, except for IIe subfamily, whose clustering was inconsistent with A. thaliana clustering, other subfamily clustering groups were consistent. Cis-element analysis showed that WRKY genes related to pathogen resistance in weeping forsythia might be related to methyl jasmonate and salicylic acid-mediated signaling pathways. Combining cis-element and expression pattern analyses of WRKY genes showed that more than half of WRKY genes were involved in light-dependent development and morphogenesis in different tissues. The gene expression results showed that 13 WRKY genes were involved in drought response, most of which might be related to the abscisic acid signaling pathway, and a few of which might be regulated by MYB transcription factors. The gene expression results under cold stress showed that 17 WRKY genes were involved in low temperature response, and 9 of them had low temperature responsiveness cis-elements. Our study of WRKY family in weeping forsythia provided useful resources for molecular breeding and important clues for their functional verification.© 2023. The Author(s), under exclusive licence to Springer Nature Switzerland AG."
"36850123","Hydrogel/β-FeOOH-Coated Poly(vinylidene fluoride) Membranes with Superhydrophilicity/Underwater Superoleophobicity Facilely Fabricated via an Aqueous Approach for Multifunctional Applications.","Polymers (Basel)","Hydrogel coatings that can endow various substrates with superior properties (e.g., biocompatibility, hydrophilicity, and lubricity) have wide applications in the fields of oil/water separation, antifouling, anti-bioadhesion, etc. Currently, the engineering of multifunctional hydrogel-coated materials with superwettability and water purification property using a simple and sustainable strategy is still largely uninvestigated but has a beneficial effect on the world. Herein, we successfully prepared poly(2-acrylamido-2-methyl-1-propanesulfonic acid) hydrogel/β-FeOOH-coated poly(vinylidene fluoride) (PVDF/PAMPS/β-FeOOH) membrane through free-radical polymerization and the in situ mineralization process. In this work, owing to the combination of hydrophilic PAMPS hydrogel coating and β-FeOOH nanorods anchored onto PVDF membrane, the resultant PVDF/PAMPS/β-FeOOH membrane achieved outstanding superhydrophilicity/underwater superoleophobicity. Moreover, the membrane not only effectively separated surfactant-stabilized oil/water emulsions, but also possessed a long-term use capacity. In addition, excellent photocatalytic activity against organic pollutants was demonstrated so that the PVDF/PAMPS/β-FeOOH membrane could be utilized to deal with wastewater. It is envisioned that these hydrogel/β-FeOOH-coated PVDF membranes have versatile applications in the fields of oil/water separation and wastewater purification."
"36849614","Nucleated red blood cells explain most of the association between DNA methylation and gestational age.","Commun Biol","Determining if specific cell type(s) are responsible for an association between DNA methylation (DNAm) and a given phenotype is important for understanding the biological mechanisms underlying the association. Our EWAS of gestational age (GA) in 953 newborns from the Norwegian MoBa study identified 13,660 CpGs significantly associated with GA (pBonferroni<0.05) after adjustment for cell type composition. When the CellDMC algorithm was applied to explore cell-type specific effects, 2,330 CpGs were significantly associated with GA, mostly in nucleated red blood cells [nRBCs; n = 2,030 (87%)]. Similar patterns were found in another dataset based on a different array and when applying an alternative algorithm to CellDMC called Tensor Composition Analysis (TCA). Our findings point to nRBCs as the main cell type driving the DNAm-GA association, implicating an epigenetic signature of erythropoiesis as a likely mechanism. They also explain the poor correlation observed between epigenetic age clocks for newborns and those for adults.© 2023. The Author(s)."
"36849136","Age-related methylation changes in the human sperm epigenome.","Aging (Albany NY)","Advanced paternal age is associated with increased risks for reproductive and offspring medical problems. Accumulating evidence suggests age-related changes in the sperm epigenome as one underlying mechanism. Using reduced representation bisulfite sequencing on 73 sperm samples of males attending a fertility center, we identified 1,162 (74%) regions which were significantly (FDR-adjusted) hypomethylated and 403 regions (26%) being hypermethylated with age. There were no significant correlations with paternal BMI, semen quality, or ART outcome. The majority (1,152 of 1,565; 74%) of age-related differentially methylated regions (ageDMRs) were located within genic regions, including 1,002 genes with symbols. Hypomethylated ageDMRs were closer to transcription start sites than hypermethylated DMRs, half of which reside in gene-distal regions. In this and conceptually related genome-wide studies, so far 2,355 genes have been reported with significant sperm ageDMRs, however most (90%) of them in only one study. The 241 genes which have been replicated at least once showed significant functional enrichments in 41 biological processes associated with development and the nervous system and in 10 cellular components associated with synapses and neurons. This supports the hypothesis that paternal age effects on the sperm methylome affect offspring behaviour and neurodevelopment. It is interesting to note that sperm ageDMRs were not randomly distributed throughout the human genome; chromosome 19 showed a highly significant twofold enrichment with sperm ageDMRs. Although the high gene density and CpG content have been conserved, the orthologous marmoset chromosome 22 did not appear to exhibit an increased regulatory potential by age-related DNA methylation changes."
"36847553","Elucidation of the Late Steps during Hexacosalactone A Biosynthesis in Streptomyces samsunensis OUCT16-12.","Appl Environ Microbiol","Hexacosalactone A (1) is a polyene macrolide compound featuring a 2-amino-3-hydroxycyclopent-2-enone (C5N)-fumaryl moiety. While compound 1 has been proposed to be assembled via a type I modular polyketide synthase (PKS) system, most of the putative biosynthetic steps lack experimental evidence. In this study, we elucidated the post-PKS tailoring steps of compound 1 throughin vivogene inactivation andin vitrobiochemical assays. We demonstrated that the amide synthetase HexB andO-methyltransferase HexF are responsible for the installations of the C5N moiety and the methyl group at 15-OH of compound 1, respectively; two new hexacosalactone analogs, named hexacosalactones B (4) and C (5), were purified and structurally characterized, followed by anti-multidrug resistance (anti-MDR) bacterial assays, revealing that the C5N ring and the methyl group are necessary for the antibacterial bioactivities. Through database mining of C5N-forming proteins HexABC, six uncharacterized biosynthetic gene clusters (BGCs), putatively encoding compounds with different types of backbones, were identified, providing potentials to discover novel bioactive compounds with C5N moiety.IMPORTANCEIn this study, we elucidate the post-PKS tailoring steps during the biosynthesis of compound 1 and demonstrate that both C5N and 15-OMe groups are critical for the antibacterial activities of compound 1, paving the way for generation of hexacosalactone derivativesviasynthetic biology strategy. In addition, mining of HexABC homologs from the GenBank database revealed their wide distribution across the bacterial world, facilitating the discovery of other bioactive natural products with C5N moiety."
"36845826","Exercise training and DNA methylation profile in post-bariatric women: Results from an exploratory study.","Front Sports Act Living","Exercise training and bariatric surgery have been shown to independently modulate DNA methylation profile in clusters of genes related to metabolic and inflammatory pathways. This study aimed to investigate the effects of a 6-month exercise training program on DNA methylation profile in women who underwent bariatric surgery. In this exploratory, quasi-experimental study, we analyzed DNA methylation levels by array technology in eleven women who underwent Roux-en-Y Gastric Bypass and a 6-month, three-times-a-week, supervised exercise training program. Epigenome Wide Association Analysis showed 722 CpG sites with different methylation level equal to or greater than 5% (P < 0.01) after exercise training. Some of these CpGs sites were related to pathophysiological mechanisms of inflammation, specially Th17 cell differentiation (FDR value < 0.05 andP < 0.001). Our data showed epigenetic modification in specific CpG sites related to Th17 cell differentiation pathway in post-bariatric women following a 6-months exercise training program.© 2023 Nicoletti, Roschel, Merege-Filho, Lima, Gil, Pinhel, Noronha, Santo, Jacome, Crujeiras, Gualano and Nonino."
"36845425","The role of histone methyltransferases in neurocognitive disorders associated with brain size abnormalities.","Front Neurosci","Brain size is controlled by several factors during neuronal development, including neural progenitor proliferation, neuronal arborization, gliogenesis, cell death, and synaptogenesis. Multiple neurodevelopmental disorders have co-morbid brain size abnormalities, such as microcephaly and macrocephaly. Mutations in histone methyltransferases that modify histone H3 on Lysine 36 and Lysine 4 (H3K36 and H3K4) have been identified in neurodevelopmental disorders involving both microcephaly and macrocephaly. H3K36 and H3K4 methylation are both associated with transcriptional activation and are proposed to sterically hinder the repressive activity of the Polycomb Repressor Complex 2 (PRC2). During neuronal development, tri-methylation of H3K27 (H3K27me3) by PRC2 leads to genome wide transcriptional repression of genes that regulate cell fate transitions and neuronal arborization. Here we provide a review of neurodevelopmental processes and disorders associated with H3K36 and H3K4 histone methyltransferases, with emphasis on processes that contribute to brain size abnormalities. Additionally, we discuss how the counteracting activities of H3K36 and H3K4 modifying enzymes vs. PRC2 could contribute to brain size abnormalities which is an underexplored mechanism in relation to brain size control.Copyright © 2023 Ritchie and Lizarraga."
"36845294","Genomic markers of recurrence risk in atypical meningioma following gross total resection.","Neurooncol Adv","Meningiomas are the most common primary central nervous system (CNS) tumor in adults and CNS World Health Organization grade 2 (atypical) meningiomas show an intermediate risk of recurrence/progression. Molecular parameters are needed to better inform management following gross total resection (GTR).We performed comprehensive genomic analysis of tumor tissue from 63 patients who underwent radiologically confirmed GTR of a primary grade 2 meningioma, including a CLIA-certified target next-generation sequencing panel (n= 61), chromosomal microarray (n= 63), genome-wide methylation profiling (n= 62), H3K27me3 immunohistochemistry (n= 62), and RNA-sequencing (n= 19). Genomic features were correlated with long-term clinical outcomes (median follow-up: 10 years) using Cox proportional hazards regression modeling and published molecular prognostic signatures were evaluated.The presence of specific copy number variants (CNVs), including -1p, -10q, -7p, and -4p, was the strongest predictor of decreased recurrence-free survival (RFS) within our cohort (P< .05).NF2mutations were frequent (51%) but did not show a significant association with RFS. DNA methylation-based classification assigned tumors to DKFZ Heidelberg benign (52%) or intermediate (47%) meningioma subclasses and was not associated with RFS. H3K27 trimethylation (H3K27me3) was unequivocally lost in 4 tumors, insufficient for RFS analysis. Application of published integrated histologic/molecular grading systems did not improve prediction of recurrence risk over the presence of -1p or -10q alone.CNVs are strong predictors of RFS in grade 2 meningiomas following GTR. Our study supports incorporation of CNV profiling into clinical evaluation to better guide postoperative patient management, which can be readily implemented using existing, clinically validated technologies.© The Author(s) 2023. Published by Oxford University Press, the Society for Neuro-Oncology and the European Association of Neuro-Oncology."
"36844094","Molecular cloning and functional characterization of the promoter of a novel Aspergillus flavus inducible gene (AhOMT1) from peanut.","Front Plant Sci","Peanut is an important oil and food legume crop grown in more than one hundred countries, but the yield and quality are often impaired by different pathogens and diseases, especially aflatoxins jeopardizing human health and causing global concerns. For better management of aflatoxin contamination, we report the cloning and characterization of a novelA. flavusinducible promoter of the O-methyltransferase gene (AhOMT1) from peanut. TheAhOMT1gene was identified as the highest inducible gene byA. flavusinfection through genome-wide microarray analysis and verified by qRT-PCR analysis.AhOMT1gene was studied in detail, and its promoter, fussed with theGUSgene, was introduced into Arabidopsis to generate homozygous transgenic lines. Expression ofGUSgene was studied in transgenic plants under the infection ofA. flavus. The analysis ofAhOMT1gene characterized by in silico assay, RNAseq, and qRT-PCR revealed minute expression in different organs and tissues with trace or no response to low temperature, drought, hormones, Ca2+, and bacterial stresses, but highly induced byA. flavusinfection. It contains four exons encoding 297 aa predicted to transfer the methyl group of S-adenosyl-L-methionine (SAM). The promoter contains different cis-elements responsible for its expression characteristics. Functional characterization ofAhOMT1P in transgenic Arabidopsis plants demonstrated highly inducible behavior only underA. flavusinfection. The transgenic plants did not showGUSexpression in any tissue(s) without inoculation ofA. flavusspores. However,GUSactivity increased significantly after inoculation ofA. flavusand maintained a high level of expression after 48 hours of infection. These results provided a novel way for future management of peanut aflatoxins contamination through driving resistance genes inA. flavusinducible manner.Copyright © 2023 Zhuang, Sharif, Zeng, Chen, Chen, Zhuang, Deng, Ruan, Chen and Weijian."
