pmid,title,source,abstract
38723642,Placental DNA methylation signatures of prenatal air pollution exposure and potential effects on birth outcomes: an analysis of three prospective cohorts.,Lancet Planet Health,"Pregnancy air pollution exposure (PAPE) has been linked to a wide range of adverse birth and childhood outcomes, but there is a paucity of data on its influence on the placental epigenome, which can regulate the programming of physiological functions and affect child development. This study aimed to investigate the association between prenatal air pollutant exposure concentrations and changes in placental DNA methylation patterns, and to explore the potential windows of susceptibility and sex-specific alterations.This multi-site study used three prospective population-based mother-child cohorts: EDEN, PELAGIE, and SEPAGES, originating from four French geographical regions (Nancy, Poitiers, Brittany, and Grenoble). Pregnant women were included between 2003 and 2006 for EDEN and PELAGIE, and between 2014 and 2017 for SEPAGES. The main eligibility criteria were: being older than 18 years, having a singleton pregnancy, and living and planning to deliver in one of the maternity clinics in one of the study areas. A total of 1539 mother-child pairs were analysed, measuring placental DNA methylation using Illumina BeadChips. We used validated spatiotemporally resolved models to estimate PM2·5, PM10, and NO2exposure over each trimester of pregnancy at the maternal residential address. We conducted a pooled adjusted epigenome-wide association study to identify differentially methylated 5'-C-phosphate-G-3' (CpG) sites and regions (assessed using the Infinium HumanMethylationEPIC BeadChip array, n=871), including sex-specific and sex-linked alterations, and independently validated our results (assessed using the Infinium HumanMethylation450 BeadChip array, n=668).We identified four CpGs and 28 regions associated with PAPE in the total population, 469 CpGs and 87 regions in male infants, and 150 CpGs and 66 regions in female infants. We validated 35% of the CpGs available. More than 30% of the identified CpGs were related to one (or more) birth outcome and most significant alterations were enriched for neural development, immunity, and metabolism related genes. The 28 regions identified for both sexes overlapped with imprinted genes (four genes), and were associated with neurodevelopment (nine genes), immune system (seven genes), and metabolism (five genes). Most associations were observed for the third trimester for female infants (134 of 150 CpGs), and throughout pregnancy (281 of 469 CpGs) and the first trimester (237 of 469 CpGs) for male infants.These findings highlight the molecular pathways through which PAPE might affect child health in a widespread and sex-specific manner, identifying the genes involved in the major physiological functions of a developing child. Further studies are needed to elucidate whether these epigenetic changes persist and affect health later in life.French Agency for National Research, Fondation pour la Recherche Médicale, Fondation de France, and the Plan Cancer.Copyright © 2024 The Author(s). Published by Elsevier Ltd. This is an Open Access article under the CC BY-NC license. Published by Elsevier Ltd.. All rights reserved."
38702190,"Epigenome-wide association study of lung cancer among never smokers in two prospective cohorts in Shanghai, China.",Thorax,"The aetiology of lung cancer among individuals who never smoked remains elusive, despite 15% of lung cancer cases in men and 53% in women worldwide being unrelated to smoking. Epigenetic alterations, particularly DNA methylation (DNAm) changes, have emerged as potential drivers. Yet, few prospective epigenome-wide association studies (EWAS), primarily focusing on peripheral blood DNAm with limited representation of never smokers, have been conducted.We conducted a nested case-control study of 80 never-smoking incident lung cancer cases and 83 never-smoking controls within the Shanghai Women's Health Study and Shanghai Men's Health Study. DNAm was measured in prediagnostic oral rinse samples using Illumina MethylationEPIC array. Initially, we conducted an EWAS to identify differentially methylated positions (DMPs) associated with lung cancer in the discovery sample of 101 subjects. The top 50 DMPs were further evaluated in a replication sample of 62 subjects, and results were pooled using fixed-effect meta-analysis.Our study identified three DMPs significantly associated with lung cancer at the epigenome-wide significance level of p<8.22×10-8. These DMPs were identified as cg09198866 (MYH9;TXN2), cg01411366 (SLC9A10) and cg12787323. Furthermore, examination of the top 1000 DMPs indicated significant enrichment in epithelial regulatory regions and their involvement in small GTPase-mediated signal transduction pathways. Additionally, GrimAge acceleration was identified as a risk factor for lung cancer (OR=1.19 per year; 95% CI 1.06 to 1.34).While replication in a larger sample size is necessary, our findings suggest that DNAm patterns in prediagnostic oral rinse samples could provide novel insights into the underlying mechanisms of lung cancer in never smokers.© Author(s) (or their employer(s)) 2024. No commercial re-use. See rights and permissions. Published by BMJ."
38685121,Genome- and epigenome-wide association studies identify susceptibility of CpG sites and regions for metabolic syndrome in a Korean population.,Clin Epigenetics,"While multiple studies have investigated the relationship between metabolic syndrome (MetS) and its related traits (fasting glucose, triglyceride, HDL cholesterol, blood pressure, waist circumference) and DNA methylation, our understanding of the epigenetic mechanisms in MetS remains limited. Therefore, we performed an epigenome-wide meta-analysis of blood DNA methylation to identify differentially methylated probes (DMPs) and differentially methylated regions (DMRs) associated with MetS and its components using two independent cohorts comprising a total of 2,334 participants. We also investigated the specific genetic effects on DNA methylation, identified methylation quantitative trait loci (meQTLs) through genome-wide association studies and further utilized Mendelian randomization (MR) to assess how these meQTLs subsequently influence MetS status.We identified 40 DMPs and 27 DMRs that are significantly associated with MetS. In addition, we identified many novel DMPs and DMRs underlying inflammatory and steroid hormonal processes. The most significant associations were observed in 3 DMPs (cg19693031, cg26974062, cg02988288) and a DMR (chr1:145440444-145441553) at the TXNIP, which are involved in lipid metabolism. These CpG sites were identified as coregulators of DNA methylation in MetS, TG and FAG levels. We identified a total of 144 cis-meQTLs, out of which only 13 were found to be associated with DMPs for MetS. Among these, we confirmed the identified causal mediators of genetic effects at CpG sites cg01881899 at ABCG1 and cg00021659 at the TANK genes for MetS.This study observed whether specific CpGs and methylated regions act independently or are influenced by genetic effects for MetS and its components in the Korean population. These associations between the identified DNA methylation and MetS, along with its individual components, may serve as promising targets for the development of preventive interventions for MetS.© 2024. The Author(s)."
38564759,Critical evaluation of the reliability of DNA methylation probes on the Illumina MethylationEPIC v1.0 BeadChip microarrays.,Epigenetics,"DNA metxhylation (DNAm) plays a crucial role in a number of complex diseases. However, the reliability of DNAm levels measured using Illumina arrays varies across different probes. Previous research primarily assessed probe reliability by comparing duplicate samples between the 450k-450k or 450k-EPIC platforms, with limited investigations on Illumina EPIC v1.0 arrays. We conducted a comprehensive assessment of the EPIC v1.0 array probe reliability using 69 blood DNA samples, each measured twice, generated by the Alzheimer's Disease Neuroimaging Initiative study. We observed higher reliability in probes with average methylation beta values of 0.2 to 0.8, and lower reliability in type I probes or those within the promoter and CpG island regions. Importantly, we found that probe reliability has significant implications in the analyses of Epigenome-wide Association Studies (EWAS). Higher reliability is associated with more consistent effect sizes in different studies, the identification of differentially methylated regions (DMRs) and methylation quantitative trait locus (mQTLs), and significant correlations with downstream gene expression. Moreover, blood DNAm measurements obtained from probes with higher reliability are more likely to show concordance with brain DNAm measurements. Our findings, which provide crucial reliability information for probes on the EPIC v1.0 array, will serve as a valuable resource for future DNAm studies."
38562779,Association between Maternal Perinatal Stress and Depression on Infant DNA Methylation in the First Year of Life.,Res Sq,"Maternal stress and depression during pregnancy and the first year of the infant's life affect a large percentage of mothers. Maternal stress and depression have been associated with adverse fetal and childhood outcomes as well as differential child DNA methylation (DNAm). However, the biological mechanisms connecting maternal stress and depression to poor health outcomes in children are still largely unknown. Here we aim to determine whether prenatal stress and depression are associated with changes in cord blood mononuclear cell DNAm (CBMC-DNAm) in newborns (n = 119) and whether postnatal stress and depression are associated with changes in peripheral blood mononuclear cell DNAm (PBMC-DNAm) in children of 12 months of age (n = 113) from the Canadian Healthy Infant Longitudinal Development (CHILD) cohort. Stress was measured using the 10-item Perceived Stress Scale (PSS) and depression was measured using the Center for Epidemiologic Studies Depression Questionnaire (CESD). Both stress and depression were measured at 18 weeks and 36 weeks of pregnancy and six months and 12 months postpartum. We conducted epigenome-wide association studies (EWAS) using robust linear regression followed by a sensitivity analysis in which we bias-adjusted for inflation and unmeasured confounding using the bacon and cate methods. To investigate the cumulative effect of maternal stress and depression, we created composite prenatal and postnatal adversity scores. We identified a significant association between prenatal stress and differential CBMC-DNAm at 8 CpG sites and between prenatal depression and differential CBMC-DNAm at 2 CpG sites. Additionally, we identified a significant association between postnatal stress and differential PBMC-DNAm at 8 CpG sites and between postnatal depression and differential PBMC-DNAm at 11 CpG sites. Using our composite scores, we further identified 2 CpG sites significantly associated with prenatal adversity and 7 CpG sites significantly associated with postnatal adversity. Several of the associated genes, includingPLAGL1, HYMAI, BRD2, andERC2have been implicated in adverse fetal outcomes and neuropsychiatric disorders. This suggested that differential DNAm may play a role in the relationship between maternal mental health and child health."
38490207,The association of cigarette smoking with DNA methylation and gene expression in human tissue samples.,Am J Hum Genet,"Cigarette smoking adversely affects many aspects of human health, and epigenetic responses to smoking may reflect mechanisms that mediate or defend against these effects. Prior studies of smoking and DNA methylation (DNAm), typically measured in leukocytes, have identified numerous smoking-associated regions (e.g., AHRR). To identify smoking-associated DNAm features in typically inaccessible tissues, we generated array-based DNAm data for 916 tissue samples from the GTEx (Genotype-Tissue Expression) project representing 9 tissue types (lung, colon, ovary, prostate, blood, breast, testis, kidney, and muscle). We identified 6,350 smoking-associated CpGs in lung tissue (n = 212) and 2,735 in colon tissue (n = 210), most not reported previously. For all 7 other tissue types (sample sizes 38-153), no clear associations were observed (false discovery rate 0.05), but some tissues showed enrichment for smoking-associated CpGs reported previously. For 1,646 loci (in lung) and 22 (in colon), smoking was associated with both DNAm and local gene expression. For loci detected in both lung and colon (e.g., AHRR, CYP1B1, CYP1A1), top CpGs often differed between tissues, but similar clusters of hyper- or hypomethylated CpGs were observed, with hypomethylation at regulatory elements corresponding to increased expression. For lung tissue, 17 hallmark gene sets were enriched for smoking-associated CpGs, including xenobiotic- and cancer-related gene sets. At least four smoking-associated regions in lung were impacted by lung methylation quantitative trait loci (QTLs) that co-localize with genome-wide association study (GWAS) signals for lung function (FEV1/FVC), suggesting epigenetic alterations can mediate the effects of smoking on lung health. Our multi-tissue approach has identified smoking-associated regions in disease-relevant tissues, including effects that are shared across tissue types.Copyright © 2024 American Society of Human Genetics. Published by Elsevier Inc. All rights reserved."
38577817,Trauma context exerts intergenerational effects on child mental health via DNA methylation.,Epigenetics,"Many people experience traumatic or negative events, but few develop mental health issues as a result. This study investigated whether newborn DNA methylation (DNAm) previously associated with maternal childhood physical abuse by her father affected the child's mental health and physical growth, as well as whether it mediated or moderated developmental outcomes.Study sample (N = 903) and data came from Bristol University's Avon Longitudinal Study of Parents and Children. DNAm was measured in cord blood at birth. DNAm data was preprocessed, normalized, and quality controlled before subsetting to 60 CpG sites of interest from previous research. Linear regression analysis examined newborn DNAm and child development outcome associations. Sobel test examined the mediating relationship between mother's history of childhood abuse by father, newborn targeted gene DNAm of significant CpG sites, and child's mental health and physical growth. Moderation analyses examined the interaction effects between the significant CpG sites and mothers' physical abuse by their fathers on child's mental health and physical growth.Full cohort analyses showed that newborn DNAm of several different CpG sites associates with separation anxiety, fear, and unhappy/tearful presentations in children aged 6-7 y. Sex-specific associations emerged with boys showing associations with anxiety and fear, and girls showing associations with fear and unhappiness. In boys only, cord blood DNAm mediates the effect of maternal childhood trauma on offspring mental health. No moderation effects emerged.Intergenerational effects of mother's relationship to her abuser present in newborn DNAm associate with 7-year-old child's mental health, show sex-specific effects, and newborn DNAm does mediate maternal childhood trauma effects on offspring mental health in early-life."
38528588,Epigenetic scores of blood-based proteins as biomarkers of general cognitive function and brain health.,Clin Epigenetics,"Epigenetic Scores (EpiScores) for blood protein levels have been associated with disease outcomes and measures of brain health, highlighting their potential usefulness as clinical biomarkers. They are typically derived via penalised regression, whereby a linear weighted sum of DNA methylation (DNAm) levels at CpG sites are predictive of protein levels. Here, we examine 84 previously published protein EpiScores as possible biomarkers of cross-sectional and longitudinal measures of general cognitive function and brain health, and incident dementia across three independent cohorts.Using 84 protein EpiScores as candidate biomarkers, associations with general cognitive function (both cross-sectionally and longitudinally) were tested in three independent cohorts: Generation Scotland (GS), and the Lothian Birth Cohorts of 1921 and 1936 (LBC1921 and LBC1936, respectively). A meta-analysis of general cognitive functioning results in all three cohorts identified 18 EpiScore associations (absolute meta-analytic standardised estimates ranged from 0.03 to 0.14, median of 0.04, PFDR < 0.05). Several associations were also observed between EpiScores and global brain volumetric measures in the LBC1936. An EpiScore for the S100A9 protein (a known Alzheimer disease biomarker) was associated with general cognitive functioning (meta-analytic standardised beta: - 0.06, P = 1.3 × 10-9), and with time-to-dementia in GS (Hazard ratio 1.24, 95% confidence interval 1.08-1.44, P = 0.003), but not in LBC1936 (Hazard ratio 1.11, P = 0.32).EpiScores might make a contribution to the risk profile of poor general cognitive function and global brain health, and risk of dementia, however these scores require replication in further studies.© 2024. The Author(s)."
38525738,Epigenetic Features in Newborns Associated with Preadolescence Lung Function and Asthma Acquisition during Adolescence.,Epigenomes,"The association between newborn DNA methylation (DNAm) and asthma acquisition (AA) during adolescence has been suggested. Lung function (LF) has been shown to be associated with asthma risk and its severity. However, the role of LF in the associations between DNAm and AA is unclear, and it is also unknown whether the association between DNAm and AA is consistent with that between DNAm and LF. We address this question through assessing newborn epigenetic features of preadolescence LF and of AA during adolescence, along with their biological pathways and processes. Our study's primary medical significance lies in advancing the understanding of asthma's early life origins. By investigating epigenetic markers in newborns and their association with lung function in preadolescence, we aim to uncover potential early biomarkers of asthma risk. This could facilitate earlier detection and intervention strategies. Additionally, exploring biological pathways linking early lung function to later asthma development can offer insights into the disease's pathogenesis, potentially leading to novel therapeutic targets.The study was based on the Isle of Wight Birth cohort (IOWBC). Female subjects with DNAm data at birth and with no asthma at age 10 years were included (n = 249). The R package ttScreening was applied to identify CpGs potentially associated with AA from 10 to 18 years and with LF at age 10 (FEV1, FVC, and FEV1/FVC), respectively. Agreement in identified CpGs between AA and LF was examined, along with their biological pathways and processes via the R function gometh. We tested the findings in an independent cohort, the Avon Longitudinal Study of Parents and Children (ALSPAC), to examine overall replicability.In IOWBC, 292 CpGs were detected with DNAm associated with AA and 1517 unique CpGs for LF (514 for FEV1, 436 for FVC, 408 for FEV1/FVC), with one overlapping CpG, cg23642632 (NCKAP1) between AA and LF. Among the IOWBC-identified CpGs, we further tested in ALSPAC and observed the highest agreement between the two cohorts in FVC with respect to the direction of association and statistical significance. Epigenetic enrichment analyses indicated non-specific connections in the biological pathways and processes between AA and LF.The present study suggests that FEV1, FVC, and FEV1/FVC (as objective measures of LF) and AA (incidence of asthma) are likely to have their own specific epigenetic features and biological pathways at birth. More replications are desirable to fully understand the complexity between DNAm, lung function, and asthma acquisition."
38503926,Sex effects on DNA methylation affect discovery in epigenome-wide association study of schizophrenia.,Mol Psychiatry,"Sex differences in the epidemiology and clinical characteristics of schizophrenia are well-known; however, the molecular mechanisms underlying these differences remain unclear. Further, the potential advantages of sex-stratified meta-analyses of epigenome-wide association studies (EWAS) of schizophrenia have not been investigated. Here, we performed sex-stratified EWAS meta-analyses to investigate whether sex stratification improves discovery, and to identify differentially methylated regions (DMRs) in schizophrenia. Peripheral blood-derived DNA methylation data from 1519 cases of schizophrenia (male n = 989, female n = 530) and 1723 controls (male n = 997, female n = 726) from three publicly available datasets, and the TOP cohort were meta-analyzed to compare sex-specific, sex-stratified, and sex-adjusted EWAS. The predictive power of each model was assessed by polymethylation score (PMS). The number of schizophrenia-associated differentially methylated positions identified was higher for the sex-stratified model than for the sex-adjusted one. We identified 20 schizophrenia-associated DMRs in the sex-stratified analysis. PMS from sex-stratified analysis outperformed that from sex-adjusted analysis in predicting schizophrenia. Notably, PMSs from the sex-stratified and female-only analyses, but not those from sex-adjusted or the male-only analyses, significantly predicted schizophrenia in males. The findings suggest that sex-stratified EWAS meta-analyses improve the identification of schizophrenia-associated epigenetic changes and highlight an interaction between sex and schizophrenia status on DNA methylation. Sex-specific DNA methylation may have potential implications for precision psychiatry and the development of stratified treatments for schizophrenia.© 2024. The Author(s)."
