"pmid","title","source","abstract"
"33765311","A Method to Investigate the Helicobacter pylori-Associated DNA Methylome.","Methods Mol Biol","The protocol described here for methylome profiling consists of two parts. One is the experimental part for a genome-wide analysis of methylation level, and the other is the bioinformatics analysis of the methylome data. DNA methylation measurement is conducted using the commercially available array-based ""Infinium Human Methylation 450K BeadChip"" kit (or its updated version, Infinium MethylationEPICBeadChip). This BeadChip allows the high-throughput DNA methylation analysis suitable for genome-wide studies with large sample size. The results give intensities of the beads providing information on the unmethylated and methylated CpG sites. Bioinformatics data analysis involves reading the intensities as methylation values using R packages. Here, we provide a detailed analysis tool for each of the data analysis steps."
"33763662","Placental <i>OPRM1</i> DNA methylation and associations with neonatal opioid withdrawal syndrome, a pilot study.","Explor Med","Epigenetic variation of DNA methylation of the mu-opioid receptor gene (OPRM1) has been identified in the blood and saliva of individuals with opioid use disorder (OUD) and infants with neonatal opioid withdrawal syndrome (NOWS). It is unknown whether epigenetic variation inOPRM1exists within placental tissue in women with OUD and whether it is associated with NOWS outcomes. In this pilot study, the authors aimed to 1) examine the association between placentalOPRM1DNA methylation levels and NOWS outcomes, and 2) compareOPRM1methylation levels in opioid-exposedversusnon-exposed control placentas.Placental tissue was collected from eligible opioid (n= 64) and control (n= 29) women after delivery. Placental DNA was isolated and methylation levels at six cytosine-phosphate-guanine (CpG) sites within theOPRM1promoter were quantified. Methylation levels were evaluated for associations with infant NOWS outcome measures: need for pharmacologic treatment, length of hospital stay (LOS), morphine treatment days, and treatment with two medications. Regression models were created and adjusted for clinical co-variates. Methylation levels between opioid and controls placentas were also compared.The primary opioid exposures were methadone and buprenorphine. Forty-nine (76.6%) of the opioid-exposed infants required pharmacologic treatment, 10 (15.6%) two medications, and average LOS for all opioid-exposed infants was 16.5 (standard deviation 9.7) days. There were no significant associations betweenOPRM1DNA methylation levels in the six CpG sites and any NOWS outcome measures. No significant differences were found in methylation levels between the opioid and control samples.No significant associations were found betweenOPRM1placental DNA methylation levels and NOWS severity in this pilot cohort. In addition, no significant differences were seen inOPRM1methylation in opioidversuscontrol placentas. Future association studies examining methylation levels on a genome-wide level are warranted."
"33762982","Editorial: In Search of Mechanisms: Genes, Brains, and Environment in Aggressive Behavior.","Front Psychiatry",NA
"33762635","Genome-wide association study of psychiatric and substance use comorbidity in Mexican individuals.","Sci Rep","The combination of substance use and psychiatric disorders is one of the most common comorbidities. The objective of this study was to perform a genome-wide association study of this comorbidity (Com), substance use alone (Subs), and psychiatric symptomatology alone (Psych) in the Mexican population. The study included 3914 individuals of Mexican descent. Genotyping was carried out using the PsychArray microarray and genome-wide correlations were calculated. Genome-wide associations were analyzed using multiple logistic models, polygenic risk scores (PRSs) were evaluated using multinomial models, and vertical pleiotropy was evaluated by generalized summary-data-based Mendelian randomization. Brain DNA methylation quantitative loci (brain meQTL) were also evaluated in the prefrontal cortex. Genome-wide correlation and vertical pleiotropy were found between all traits. No genome-wide association signals were found, but 64 single-nucleotide polymorphism (SNPs) reached nominal associations (p < 5.00e-05). The SNPs associated with each trait were independent, and the individuals with high PRSs had a higher prevalence of tobacco and alcohol use. In the multinomial models all of the PRSs (Subs-PRS, Com-PRS, and Psych-PRS) were associated with all of the traits. Brain meQTL of the Subs-associated SNPs had an effect on the genes enriched in insulin signaling pathway, and that of the Psych-associated SNPs had an effect on the Fc gamma receptor phagocytosis pathway."
"33762478","Genome-wide association analysis reveals regulation of at-risk loci by DNA methylation in prostate cancer.","Asian J Androl","Epigenetic changes are potentially important for the ontogeny and progression of tumors but are not usually studied because of the complexity of analyzing transcript regulation resulting from epigenetic alterations. Prostate cancer (PCa) is characterized by variable clinical manifestations and frequently unpredictable outcomes. We performed an expression quantitative trait loci (eQTL) analysis to identify the genomic regions that regulate gene expression in PCa and identified a relationship between DNA methylation and clinical information. Using multi-level information published in The Cancer Genome Atlas, we performed eQTL-based analyses on DNA methylation and gene expression. To better interpret these data, we correlated loci and clinical indexes to identify the important loci for both PCa development and progression. Our data demonstrated that although only a small proportion of genes are regulated via DNA methylation in PCa, these genes are enriched in important cancer-related groups. In addition, single nucleotide polymorphism analysis identified the locations of CpG sites and genes within at-risk loci, including the 19q13.2-q13.43 and 16q22.2-q23.1 loci. Further, an epigenetic association study of clinical indexes detected risk loci and pyrosequencing for site validation. Although DNA methylation-regulated genes across PCa samples are a small proportion, the associated genes play important roles in PCa carcinogenesis."
"33762305","Noncanonical immune response to the inhibition of DNA methylation by Staufen1 via stabilization of endogenous retrovirus RNAs.","Proc Natl Acad Sci U S A","DNA-methyltransferase inhibitors (DNMTis), such as azacitidine and decitabine, are used clinically to treat myelodysplastic syndrome (MDS) and acute myeloid leukemia (AML). Decitabine activates the transcription of endogenous retroviruses (ERVs), which can induce immune response by acting as cellular double-stranded RNAs (dsRNAs). Yet, the posttranscriptional regulation of ERV dsRNAs remains uninvestigated. Here, we find that the viral mimicry and subsequent cell death in response to decitabine require the dsRNA-binding protein Staufen1 (Stau1). We show that Stau1 directly binds to ERV RNAs and stabilizes them in a genome-wide manner. Furthermore, Stau1-mediated stabilization requires a long noncoding RNA TINCR, which enhances the interaction between Stau1 and ERV RNAs. Analysis of a clinical patient cohort reveals that MDS and AML patients with lower Stau1 and TINCR expressions exhibit inferior treatment outcomes to DNMTi therapy. Overall, our study reveals the posttranscriptional regulatory mechanism of ERVs and identifies the Stau1-TINCR complex as a potential target for predicting the efficacy of DNMTis and other drugs that rely on dsRNAs."
"33761969","Genome-wide impact of hydrogen peroxide on maintenance DNA methylation in replicating cells.","Epigenetics Chromatin","Environmental factors, such as oxidative stress, have the potential to modify the epigenetic landscape of cells. We have previously shown that DNA methyltransferase (DNMT) activity can be inhibited by sublethal doses of hydrogen peroxide (H2O2). However, site-specific changes in DNA methylation and the reversibility of any changes have not been explored. Using bead chip array technology, differential methylation was assessed in Jurkat T-lymphoma cells following exposure to H2O2.Sublethal H2O2exposure was associated with an initial genome-wide decrease in DNA methylation in replicating cells, which was largely corrected 72 h later. However, some alterations were conserved through subsequent cycles of cell division. Significant changes to the variability of DNA methylation were also observed both globally and at the site-specific level.This research indicates that increased exposure to H2O2can result in long-term alterations to DNA methylation patterns, providing a mechanism for environmental factors to have prolonged impact on gene expression."
"33758880","High-resolution epigenome analysis in nasal samples derived from children with respiratory viral infections reveals striking changes upon SARS-CoV-2 infection.","medRxiv","DNA methylation patterns of the human genome can be modified by environmental stimuli and provide dense information on gene regulatory circuitries. We studied genome-wide DNA methylation in nasal samples from infants (<6 months) applying whole-genome bisulfite sequencing (WGBS) to characterize epigenome response to 10 different respiratory viral infections including SARS-CoV-2.We identified virus-specific differentially methylated regions (vDMR) with human metapneumovirus (hMPV) and SARS-CoV-2 followed by Influenza B (Flu B) causing the weakest vs. strongest epigenome response with 496 vs. 78541 and 14361 vDMR, respectively. We found a strong replication rate of FluB (52%) and SARS-CoV-2 (42%) vDMR in independent samples indicating robust epigenome perturbation upon infection. Among the FluB and SARS-CoV-2 vDMRs, around 70% were hypomethylated and significantly enriched among epithelial cell-specific regulatory elements whereas the hypermethylated vDMRs for these viruses mapped more frequently to immune cell regulatory elements, especially those of the myeloid lineage. The hypermethylated vDMRs were also enriched among genes and genetic loci in monocyte activation pathways and monocyte count. Finally, we perform single-cell RNA-sequencing characterization of nasal mucosa in response to these two viruses to functionally analyze the epigenome perturbations. Which supports the trends we identified in methylation data and highlights and important role for monocytes.All together, we find evidence indicating genetic predisposition to innate immune response upon a respiratory viral infection. Our genome-wide monitoring of infant viral response provides first catalogue of associated host regulatory elements. Assessing epigenetic variation in individual patients may reveal evidence for viral triggers of childhood disease."
"33758253","Distinct DNA methylation patterns associated with treatment resistance in metastatic castration resistant prostate cancer.","Sci Rep","Androgens are a major driver of prostate cancer (PCa) and continue to be a critical treatment target for advanced disease, which includes castration therapy and antiandrogens. However, resistance to these therapies leading to metastatic castration-resistant prostate cancer (mCRPC), and the emergence of treatment-induced neuroendocrine disease (tNEPC) remains an ongoing challenge. Instability of the DNA methylome is well established as a major hallmark of PCa development and progression. Therefore, investigating the dynamics of the methylation changes going from the castration sensitive to the tNEPC state would provide insights into novel mechanisms of resistance. Using an established xenograft model of CRPC, genome-wide methylation analysis was performed on cell lines representing various stages of PCa progression. We confirmed extensive methylation changes with the development of CRPC and tNEPC using this model. This included key genes and pathways associated with cellular differentiation and neurodevelopment. Combined analysis of methylation and gene expression changes further highlighted genes that could potentially serve as therapeutic targets. Furthermore, tNEPC-related methylation signals from this model were detectable in circulating cell free DNA (cfDNA) from mCRPC patients undergoing androgen-targeting therapies and were associated with a faster time to clinical progression. These potential biomarkers could help with identifying patients with aggressive disease."
"33754013","Comprehensive investigation of the clinical significance of long non-coding RNA HOXA-AS2 in acute myeloid leukemia using genome-wide RNA sequencing dataset.","J Cancer","Objective:The present study aimed to determine the prognostic value of HOXA cluster antisense RNA2 (HOXA-AS2) in acute myeloid leukemia (AML), and to explore its potential molecular mechanisms. We also screening of potential drugs targeting HOXA-AS2 in AML.Methods:The level 3 raw genome-wide RNA sequencing dataset of AML was download from The Cancer Genome Atlas (TCGA) Data Portal, and the potential molecular mechanisms and drugs prediction of HOXA-AS2 in AML were explored using multiple bioinformatics analysis approaches.Results:TCGA AML cohort dataset indicated that HOXA-AS2 was significantly up-regulated in AML bone marrow tissues, and high HOXA-AS2 expression was related to poor overall survival (log-rankP=0.0284, hazard ratio 1.640, 95% confidence interval 1.046-2.573). Functional enrichment of differentially expressed genes (DEGs) suggested that the difference in prognosis between AML patients with high- and low-HOXA-AS2 expression may be due to differences in biological processes and pathways, including cell adhesion, angiogenesis, mitogen-activated protein kinase, cell differentiation, and other biological processes, and phosphatidylinositol 3 kinase-protein kinase B and Wnt signaling pathways. We also screened out three potential HOXA-AS2-targeted therapeutic drugs for AML, megestrol, carmustine, and cefoxitin, based on these DEGs. Functional enrichment analysis of HOXA-AS2-co-expressed genes revealed that HOXA-AS2 may act a part in AML by regulating nuclear factor-κB transcription factor activity, DNA methylation, angiogenesis, apoptosis, cell migration, Toll-like receptor 4, and Wnt signaling pathways.Conclusion:Our findings suggest that HOXA-AS2 is up-regulated in the bone marrow in patients with AML, and may serve as a novel prognostic biomarker for AML.© The author(s)."
