"pmid","title","source","abstract"
"37671241","RgnTX: Colocalization analysis of transcriptome elements in the presence of isoform heterogeneity and ambiguity.","Comput Struct Biotechnol J","Colocalization analysis of genomic region sets has been widely adopted to unveil potential functional interactions between corresponding biological attributes, which often serves as the basis for further investigation. A number of methods have been developed for colocalization analysis of genomic elements. However, none of them explicitly considered the transcriptome heterogeneity and isoform ambiguity, making them less appropriate for analyzing transcriptome elements. Here, we developed RgnTX, an R/Bioconductor tool for the colocalization analysis of transcriptome elements with permutation tests. Different from existing approaches, RgnTX directly takes advantage of transcriptome annotation, and offers high flexibility in the null model to simulate realistic transcriptome-wide background, such as the complex alternative splicing patterns. Importantly, it supports the testing of transcriptome elements without clear isoform association, which is often the real scenario due to technical limitations. Proposed package offers a wide selection of pre-defined functions, easy to be utilized by users for visualizing permutation results, calculating shifted z-scores and conducting multiple hypothesis testing under Benjamini-Hochberg correction. Moreover, with synthetic and real datasets, we show that RgnTX novel testing modes return distinct and more significant results compared to existing genome-based methods. We believe RgnTX should make a useful tool to characterize the randomness of the transcriptome, and for conducting statistical association analysis for genomic region sets within the heterogeneous transcriptome. The package now has been accepted by Bioconductor and is freely available at: https://bioconductor.org/packages/RgnTX.© 2023 The Authors."
"37669386","TET3-mediated DNA oxidation is essential for intestinal epithelial cell response to stressors.","Proc Natl Acad Sci U S A","DNA methylation functions as a repressive epigenetic mark that can be reversed by the Ten-eleven translocation (TET) family of DNA dioxygenases that sequentially oxidize 5-methylcytosine into 5-hydroxymethylcytosine (5hmC), 5-formylcytosine (5fC), and 5-carboxylcytosine (5caC). Both 5fC and 5caC can be excised by DNA base-excision repair factors leading to unmodified cytosines. TET enzymes were recently implicated as potential risk factors for inflammatory bowel disease (IBD), but the contribution of TET-mediated DNA oxidation to intestinal homeostasis and response to environmental stressors are unknown. Here, we show prominent roles of TET3 in regulating mouse intestinal epithelial differentiation and response to luminal stressors. Compared with wild-type littermates, mice with intestinal epithelial cell-specific ablation ofTet3(Tet3ΔIEC) demonstrated a decreased transcriptome involved in innate immune response, Paneth cell differentiation, and epithelial regeneration.Tet3IECmice exhibited an elevated susceptibility to enteric pathogen infection that is correlated with a decreased epithelial 5hmC abundance. Infection of human enterocytes or mice with the pathogenic bacteria acutely increased 5hmC abundance. Genome-wide 5hmC profiling revealed a shift of genomic enrichment of 5hmC toward genes involved in activating Notch, Wnt, and autophagy pathways. Furthermore, chemical stressor dextran sulfate sodium (DSS) represses epithelial 5hmC abundance in a temporal fashion, andTet3IECmice exhibited increased susceptibility to DSS experimental colitis with reduced regenerative capacity. TET3 is a critical regulator of gut epithelial DNA methylome and transcriptome, especially in response to luminal stressors, for the maintenance of tissue homeostasis."
"37667288","Genome-wide DNA methylation analysis of Astragalus and Danshen on the intervention of myofibroblast activation in idiopathic pulmonary fibrosis.","BMC Pulm Med","Idiopathic pulmonary fibrosis (IPF), a chronic progressive interstitial lung disease of unknown etiology, is characterized by continuous damage to alveolar epithelial cells, abnormal repair of alveolar tissue, and alveolar wall scar formation. Currently, the recommended treatment for IPF in Western medicine is relatively limited. In contrast, traditional Chinese medicine and compound prescriptions show advantages in the diagnosis and treatment of IPF, which can be attributed to their multi-channel and multi-target characteristics and minimal side-effects. The purpose of this study was to further corroborate the effectiveness and significance of the traditional Chinese medications Astragalus and Danshen in IPF treatment.We performed whole-genome methylation analysis on nine rat lung tissue samples to determine the epigenetic variation between IPF and non-fibrotic lungs using Gene Ontology and Kyoto Encyclopedia of Genes and Genomes pathway enrichment analyses and quantitative reverse transcription polymerase chain reactions.We identified differentially methylated regions and 105 associated key functional genes in samples related to IPF and Chinese medicine treatment. Based on the methylation levels and gene expression profiles between the Chinese medicine intervention and pulmonary fibrosis model groups, we speculated that Astragalus and Salvia miltiorrhiza (traditionally known as Danshen) act on the Isl1, forkhead box O3, and Sonic hedgehog genes via regulation at transcriptional and epigenetic levels during IPF.These findings provide novel insights into the epigenetic regulation of IPF, indicate the effectiveness of Astragalus and Danshen in treating IPF, and suggest several promising therapeutic targets for preventing and treating IPF.© 2023. BioMed Central Ltd., part of Springer Nature."
"37664790","Genome- and Exome-Wide Association Studies Revealed Candidate Genes Associated with DaTscan Imaging Features.","Parkinsons Dis","Despite remarkable progress in identifying Parkinson's disease (PD) genetic risk loci, the genetic basis of PD remains largely unknown. With the help of the endophenotype approach and using data from dopamine transporter single-photon emission computerized tomography (DaTscan), we identified potentially involved genes in PD.We conducted an imaging genetic study by performing exome-wide association study (EWAS) and genome-wide association study (GWAS) on the specific binding ratio (SBR) of six DaTscan anatomical areas between 489 and 559 subjects of Parkinson's progression markers initiative (PPMI) cohort and 83,623 and 36,845 single-nucleotide polymorphisms (SNPs)/insertion-deletion mutations (INDELs). We also investigated the association of cerebrospinal fluid (CSF) protein concentration of our significant genes with PD progression using PPMI CSF proteome data.Among 83,623 SNPs/INDELs in EWAS, one SNP (rs201465075) on 1 q32.1 locus was significantly (Pvalue = 4.03 × 10-7) associated with left caudate DaTscan SBR, and 33 SNPs were suggestive. Among 36,845 SNPs in GWAS, one SNP (rs12450112) on 17 p.12 locus was significantly (Pvalue = 1.34 × 10-6) associated with right anterior putamen DaTscan SBR, and 39 SNPs were suggestive among which 8 SNPs were intergenic. We found that rs201465075 and rs12450112 are most likely related toIGFN1andMAP2K4genes. The protein level ofMAP2K4in the CSF was significantly associated with PD progression in the PPMI cohort; however, proteomic data were not available for theIGFN1gene.We have shown that particular variants ofIGFN1andMAP2K4genes may be associated with PD. Since DaTscan imaging could be positive in other Parkinsonian syndromes, caution should be taken when interpreting our results. Future experimental studies are also needed to verify these findings.Copyright © 2023 Arash Yaghoobi et al."
"37664245","Longitudinal early epigenomic signatures inform molecular paths of therapy response and remission in depressed patients.","Front Mol Neurosci","The etiology of major depressive disorder (MDD) involves the interaction between genes and environment, including treatment. Early molecular signatures for treatment response and remission are relevant in a context of personalized medicine and stratification and reduce the time-to-decision. Therefore, we focused the analyses on patients that responded or remitted following a cognitive intervention of 8 weeks.We used data from a randomized controlled trial (RCT) with MDD patients (N= 112) receiving a cognitive intervention. At baseline and 8 weeks, blood for DNA methylation (Illumina Infinium MethylationEPIC 850k BeadChip) was collected, as well as MADRS. First, responders (N= 24; MADRS-reduction of at least 50%) were compared with non-responders (N= 60). Then, we performed longitudinal within-individual analyses, for response (N= 21) and for remission (N= 18; MADRS smaller or equal to 9 and higher than 9 at baseline), respectively, as well as patients with no change in MADRS over time. At 8 weeks the sample comprised 84 individuals; 73 patients had DNA methylation for both time-points. The RnBeads package (R) was used for data cleaning, quality control, and differential DNA-methylation (limma). The within-individual paired longitudinal analysis was performed using Welch'st-test. Subsequently gene-ontology (GO) pathway analyses were performed.No CpG was genome-wide significant CpG (p< 5 × 10-8). The most significant CpG in the differential methylation analysis comparing response versus non-response was in theIQSEC1gene (cg01601845;p= 1.53 × 10-6), linked to neurotransmission. The most significant GO-terms were linked to telomeres. The longitudinal response analysis returned 67 GO pathways with ap< 0.05. Two of the three most significant pathways were linked to sodium transport. The analysis for remission returned 46 GO terms with ap-value smaller than 0.05 with pathways linked to phosphatase regulation and synaptic functioning. The analysis with stable patients returned mainly GO-terms linked to basic cellular processes.Our result suggest that DNA methylation can be suitable to capture early signs of treatment response and remission following a cognitive intervention in depression. Despite not being genome-wide significant, the CpG locations and GO-terms returned by our analysis comparing patients with and without cognitive impairment, are in line with prior knowledge on pathways and genes relevant for depression treatment and cognition. Our analysis provides new hypotheses for the understanding of how treatment for depression can act through DNA methylation and induce response and remission.Copyright © 2023 Van Assche, Hohoff, Zang, Knight and Baune."
"37662315","Evolution of parent-of-origin effects on placental gene expression in house mice.","bioRxiv","The mammalian placenta is a hotspot for the evolution of genomic imprinting, a form of gene regulation that involves the parent-specific epigenetic silencing of one allele. Imprinted genes are central to placental development and are thought to contribute to the evolution of reproductive barriers between species. However, it is unclear how rapidly imprinting evolves or how functional specialization among placental tissues influences the evolution of imprinted expression. We compared parent-of-origin expression bias across functionally distinct placental layers sampled from reciprocal crosses within three closely related lineages of mice (Mus). Using genome-wide gene expression and DNA methylation data from fetal and maternal tissues, we developed an analytical strategy to minimize pervasive bias introduced by maternal contamination of placenta samples. We corroborated imprinted expression at 42 known imprinted genes and identified five candidate imprinted genes showing parent-of-origin specific expression and DNA methylation. Paternally-biased expression was enriched in the labyrinth zone, a layer specialized in nutrient transfer, and maternally-biased genes were enriched in the junctional zone, which specializes in modulation of maternal physiology. Differentially methylated regions were predominantly determined through epigenetic modification of the maternal genome and were associated with both maternally- and paternally-biased gene expression. Lastly, comparisons between lineages revealed a small set of co-regulated genes showing rapid divergence in expression levels and imprinted status in theM. m. domesticuslineage. Together, our results reveal important links between core functional elements of placental biology and the evolution of imprinted gene expression among closely related rodent species."
"37662009","Comparative genomics and DNA methylation analysis of Pseudomonas aeruginosa clinical isolate PA3 by single-molecule real-time sequencing reveals new targets for antimicrobials.","Front Cell Infect Microbiol","Pseudomonas aeruginosa(P.aeruginosa) is an important opportunistic pathogen with broad environmental adaptability and complex drug resistance. Single-molecule real-time (SMRT) sequencing technique has longer read-length sequences, more accuracy, and the ability to identify epigenetic DNA alterations.This study applied SMRT technology to sequence a clinical strainP. aeruginosaPA3 to obtain its genome sequence and methylation modification information. Genomic, comparative, pan-genomic, and epigenetic analyses of PA3 were conducted.General genome annotations of PA3 were discovered, as well as information about virulence factors, regulatory proteins (RPs), secreted proteins, type II toxin-antitoxin (TA) pairs, and genomic islands. A genome-wide comparison revealed that PA3 was comparable to otherP. aeruginosastrains in terms of identity, but varied in areas of horizontal gene transfer (HGT). Phylogenetic analysis showed that PA3 was closely related toP. aeruginosa60503 andP. aeruginosa8380.P. aeruginosa's pan-genome consists of a core genome of roughly 4,300 genes and an accessory genome of at least 5,500 genes. The results of the epigenetic analysis identified one main methylation sites, N6-methyladenosine (m6A) and 1 motif (CATNNNNNNNTCCT/AGGANNNNNNNATG). 16 meaningful methylated sites were picked. Among these,purH,phaZ, andlexAare of great significance playing an important role in the drug resistance and biological environment adaptability of PA3, and the targeting of these genes may benefit further antibacterial studies.This study provided a detailed visualization and DNA methylation information of the PA3 genome and set a foundation for subsequent research into the molecular mechanism of DNA methyltransferase-controlledP. aeruginosapathogenicity.Copyright © 2023 Li, Zhou, Liao, Liu, Zhao, Wang, Zhong, Zeng, Peng, Tan and Yang."
"37658851","A non-invasive method for whole genome skin methylome profiling.","Br J Dermatol","Both aging, disease and malignant transformation of the skin are associated with changes in DNA methylation. So far mostly invasive methodologies such as biopsies have been applied towards collecting DNA methylation signatures. Tape-stripping offers a non-invasive option for skin diagnostics. It enables the easy but robust capture biological material, in large numbers of participants without the need for specialized medical personnel.To design and validate a methodology for non-invasive skin sample collection using tape-stripping for subsequent DNA methylation analysis.A total of 175 participants were recruited and provided tape-stripping samples from a sun-exposed area, 92 of those provided matched tape-stripping samples from a sun-protected area, and an additional 5 provided matched skin-shave biopsies from the same area. Using enzymatic conversion and whole genome Illumina sequencing, we generated genome-wide DNA methylation profiles which we used to evaluate the feasibility of non-invasive data acquisition, to compare with established sampling approaches and to investigate biomarker identification for age and UV exposure.We found that tape-stripping samples show strong concordance in their global DNA methylation landscapes with those of conventional invasive biopsies. Moreover, we show sample reproducibility and consistent global methylation profiles in skin tape-stripping samples collected from different parts of the body. Using matched samples from sun-protected and sun-exposed areas of the body we were able to validate the capacity of our method to capture the effects of environmental changes and aging from a cohort covering various ages, ethnicities, and skin types. We present DNA methylation changes on the skin resulting from UV exposure and identify a significant age-related hypermethylation of CpG islands, with a pronounced peak effect at 50-55 years of age, including methylation changes in well-described markers of aging.These data demonstrate the feasibility of using tape-stripping combined with whole genome sequencing as a non-invasive approach to measure DNA methylation changes in the skin. In addition, they outline a viable experimental framework for the use of skin tape-stripping, particularly when that is performed in large cohorts of patients to identify biomarkers of skin aging, UV damage, and possibly to track treatment response to therapeutic interventions.© The Author(s) 2023. Published by Oxford University Press on behalf of British Association of Dermatologists."
"37658417","M(6)A transcriptome-wide map of circRNAs identified in the testis of normal and AZ-treated Xenopus laevis.","Genes Environ","Evidence showed that N6-methyladenosine (m6A) is strongly associated with male germline development. However, the role of m6A methylation on circRNAs in amphibians remains unknown. In this study, we conducted m6A sequencing analysis to explore the m6A transcriptome-wide profile of circRNAs in testis tissues of Xenopus laevis (X. laevis) with and without treatment with 100 µg/L atrazine (AZ).The analysis showed that m6A modification of circRNAs enriched in sense overlapping in testes of X. laevis. We identified the differential m6A modification sites within circRNAs in testes of AZ-exposed X. laevis and compared that with animals from control group. The results showed that a total of 1507 methylated m6A sites was induced by AZ (760 up-methylated and 747 down-methylated). The cross-analysis exhibited a negative correlation of differentially methylated m6A peaks and circRNAs expression level. The Kyoto Encyclopedia of Genes and Genomes (KEGG) analysis indicated that 20 key pathways may be involved in the mechanism of testis damage of AZ-exposed X. laevis.These findings indicated that differentially m6A-methylated circRNAs may play important roles in abnormal testis development of AZ-exposed X. laevis. This study is the first report about a map of m6A modification of circRNAs in male X. laevis and provides a basis for further studying on the function and mechanism of m6A methylation of circRNAs in the testis development of amphibian.© 2023. Japanese Environmental Mutagen Society."
"37658413","METTL3-induced lncRNA GBAP1 promotes hepatocellular carcinoma progression by activating BMP/SMAD pathway.","Biol Direct","Hepatocellular carcinoma (HCC) is one of the most common and challenging cancers in the world. N6-methyladenosine (m6A) modification and long non-coding RNAs (lncRNAs) play critical roles in the progression of HCC. However, there are few reports on genome-wide screening and functional annotations of m6A-methylated lncRNAs in HCC.The expression levels of m6A methyltransferase METTL3 and the association with the prognosis in HCC were determined by RT-qPCR, public dataset platforms. Then, RNA-seq, Pearson correlation analysis, MeRIP-qPCR, RNA half-life assay, gene site-directed mutation, RIP assay and RT-qPCR analysis were employed to determine the downstream target of METTL3 in HCC. Subsequently, the expression levels and roles of lncRNA glucosylceramidase beta pseudogene 1 (GBAP1) in HCC were determined by Kaplan-meier curves, RT-qPCR, in vitro functional experiments and in vivo tumorigenesis and lung metastasis models. Then, the downstream target and pathway of GBAP1 were explored by GO biological process, KEGG pathway enrichment, luciferase reporter assay, RIP assay and rescue experiments and so on.METTL3 was upregulated in HCC and closely related to HCC prognosis. And METTL3 induced GBAP1 expression by acting as the m6A writer of GBAP1 and IGF2BP2 worked as its m6A reader. Clinically, GBAP1 expression was significantly associated with tumor size, venous infiltration, TNM stage and prognosis of HCC, Functionally, GBAP1 promoted HCC metastasis and growth both in vitro and in vivo. Furthermore, GBAP1 acted as the molecular sponge for miR-22-3p to increase the expression of bone morphogenetic protein receptor type 1A (BMPR1A), which then activated BMP/SMAD pathway in HCC cells.Our findings demonstrated that METTL3-induced GBAP1 promoted migration, invasion and proliferation of HCC cells via GBAP1/miR-22-3p/BMPR1A/SMAD axis. GBAP1 could be a potential prognosis indicator and therapeutic target for HCC.© 2023. BioMed Central Ltd., part of Springer Nature."
